lead_id,created_date,lead_source,industry,region,company_size,rep_id,status,qualified_date,demo_date,opportunity_date,closed_date,potential_arr_eur,loss_reason
VAI-01197,2025-11-16,Partners,E-commerce,Benelux,51-200,AE05,Unqualified,,,,,,
VAI-01198,2025-07-03,Events,Professional Services,Benelux,51-200,AE04,Closed Won,2025-07-05,2025-07-16,2025-07-30,2025-08-10,10500.0,
VAI-01199,2025-11-16,Organic Search,E-commerce,Benelux,1000+,AE08,Closed Lost,2025-11-21,2025-11-25,2025-11-30,2025-12-26,70000.0,Missing feature
VAI-01200,2025-01-25,Paid Search,Professional Services,Benelux,501-1000,AE07,Demo Completed,2025-01-27,2025-01-30,,,,
VAI-01201,2025-04-09,Referral,Healthcare,Benelux,1-50,AE01,Unqualified,,,,,,
VAI-01202,2025-09-03,Outbound,Fintech,UK & Ireland,201-500,AE06,Unqualified,,,,,,
VAI-01203,2025-12-24,Outbound,Healthcare,UK & Ireland,201-500,AE06,Unqualified,,,,,,
VAI-01204,2025-10-25,Referral,SaaS,UK & Ireland,201-500,AE02,Demo Completed,2025-10-30,2025-11-01,,,,
VAI-01205,2025-11-10,LinkedIn,HR Tech,DACH,1-50,AE08,Unqualified,,,,,,
VAI-01206,2025-12-28,LinkedIn,Travel,Nordics,501-1000,AE04,Unqualified,,,,,,
VAI-01207,2025-12-26,Outbound,E-commerce,Benelux,51-200,AE01,Unqualified,,,,,,
VAI-01208,2025-05-04,LinkedIn,Travel,Southern Europe,51-200,AE07,Qualified,2025-05-08,,,,,
VAI-01209,2025-08-26,Paid Search,Media,CEE,201-500,AE01,Unqualified,,,,,,
VAI-01210,2025-08-06,Organic Search,Healthcare,DACH,501-1000,AE02,Qualified,2025-08-17,,,,,
VAI-01211,2025-08-26,Outbound,HR Tech,CEE,1000+,AE02,Closed Lost,2025-09-06,2025-09-12,2025-09-25,2025-10-16,60500.0,Price
VAI-01212,2025-12-23,LinkedIn,Fintech,CEE,201-500,AE01,Qualified,2025-12-25,,,,,
VAI-01213,2025-10-03,Referral,Media,UK & Ireland,51-200,AE08,Qualified,2025-10-05,,,,,
VAI-01214,2025-05-14,Organic Search,SaaS,UK & Ireland,201-500,AE02,Demo Completed,2025-05-15,2025-05-16,,,,
VAI-01215,2025-09-28,LinkedIn,Media,Nordics,1-50,AE04,Closed Lost,2025-09-30,2025-10-15,2025-10-19,2025-11-09,4000.0,No decision
VAI-01216,2025-07-13,Paid Search,Healthcare,Benelux,1000+,AE08,Qualified,2025-07-14,,,,,
VAI-01217,2025-03-22,Outbound,Professional Services,DACH,1-50,AE03,Qualified,2025-03-26,,,,,
VAI-01218,2025-08-04,Organic Search,Fintech,DACH,201-500,AE07,Closed Lost,2025-08-06,2025-08-16,2025-08-24,2025-08-28,28500.0,No decision
VAI-01219,2025-12-19,LinkedIn,SaaS,UK & Ireland,501-1000,AE04,Unqualified,,,,,,
VAI-01220,2025-02-02,Organic Search,Healthcare,UK & Ireland,51-200,AE08,Qualified,2025-02-09,,,,,
VAI-01221,2025-04-12,Paid Search,Fintech,Nordics,51-200,AE01,Unqualified,,,,,,
VAI-01222,2025-02-18,Events,SaaS,DACH,51-200,AE04,Demo Completed,2025-02-21,2025-03-04,,,,
VAI-01223,2025-11-20,Organic Search,SaaS,Nordics,501-1000,AE06,Qualified,2025-11-21,,,,,
VAI-01224,2025-12-27,Paid Search,Professional Services,DACH,51-200,AE01,Closed Lost,2025-12-29,2026-01-06,2026-01-10,2026-02-09,13000.0,Missing feature
VAI-01225,2025-08-03,Outbound,Media,CEE,501-1000,AE06,Qualified,2025-08-04,,,,,
VAI-01226,2025-02-16,Outbound,E-commerce,UK & Ireland,1-50,AE01,Unqualified,,,,,,
VAI-01227,2025-08-26,Events,HR Tech,UK & Ireland,1000+,AE08,Closed Won,2025-09-02,2025-09-08,2025-10-19,2025-11-29,100500.0,
VAI-01228,2025-04-21,Events,Healthcare,DACH,1-50,AE02,Unqualified,,,,,,
VAI-01229,2025-12-14,Events,HR Tech,DACH,1000+,AE01,Demo Completed,2025-12-20,2026-01-01,,,,
VAI-01230,2025-05-15,Outbound,SaaS,DACH,201-500,AE07,Demo Completed,2025-05-18,2025-06-04,,,,
VAI-01231,2025-07-15,Paid Search,SaaS,Southern Europe,201-500,AE08,Qualified,2025-07-25,,,,,
VAI-01232,2025-04-23,Referral,Travel,DACH,51-200,AE02,Unqualified,,,,,,
VAI-01233,2025-08-03,Organic Search,Professional Services,DACH,201-500,AE08,Qualified,2025-08-06,,,,,
VAI-01234,2025-07-15,Partners,Professional Services,CEE,501-1000,AE01,Qualified,2025-07-17,,,,,
VAI-01235,2025-08-31,Outbound,Travel,Nordics,1-50,AE06,Unqualified,,,,,,
VAI-01236,2025-12-28,Partners,Travel,CEE,51-200,AE08,Qualified,2025-12-30,,,,,
VAI-01237,2025-08-01,Outbound,E-commerce,CEE,1-50,AE01,Unqualified,,,,,,
VAI-01238,2025-09-18,Organic Search,Travel,Southern Europe,1000+,AE06,Unqualified,,,,,,
VAI-01239,2025-09-09,Outbound,Media,Benelux,51-200,AE01,Unqualified,,,,,,
VAI-01240,2025-11-24,Referral,Healthcare,UK & Ireland,1000+,AE03,Closed Won,2025-11-30,2025-12-02,2025-12-13,2025-12-29,80000.0,
VAI-01241,2025-02-16,LinkedIn,HR Tech,CEE,51-200,AE03,Unqualified,,,,,,
VAI-01242,2025-03-26,Organic Search,Fintech,UK & Ireland,501-1000,AE01,Unqualified,,,,,,
VAI-01243,2025-07-11,LinkedIn,Fintech,Southern Europe,201-500,AE02,Qualified,2025-07-15,,,,,
VAI-01244,2025-06-25,Outbound,HR Tech,UK & Ireland,51-200,AE01,Unqualified,,,,,,
VAI-01245,2025-12-20,Paid Search,SaaS,UK & Ireland,501-1000,AE08,Unqualified,,,,,,
VAI-01246,2025-02-09,Partners,Professional Services,CEE,51-200,AE04,Closed Lost,2025-02-13,2025-02-16,2025-02-25,2025-03-17,18000.0,Competitor
VAI-01247,2025-08-05,Partners,Travel,DACH,501-1000,AE04,Unqualified,,,,,,
VAI-01248,2025-09-22,Referral,SaaS,Southern Europe,201-500,AE03,Qualified,2025-09-25,,,,,
VAI-01249,2025-10-09,LinkedIn,Travel,CEE,51-200,AE05,Qualified,2025-10-11,,,,,
VAI-01250,2025-01-05,Outbound,SaaS,CEE,51-200,AE05,Qualified,2025-01-13,,,,,
